City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
462,Chimbote,-9.0853,-78.5783,70.5,75,72,10.51,PE,broken clouds
463,Zhaotong,27.3167,103.7167,40.59,87,100,3.83,CN,overcast clouds
464,Yaan,7.3833,8.5667,83.01,59,92,5.23,NG,overcast clouds
465,Hun,29.1268,15.9477,76.03,32,0,27.13,LY,clear sky
466,Zaraza,9.3503,-65.3245,98.08,23,10,9.06,VE,clear sky
467,Rapid Valley,44.0625,-103.1463,55.42,38,0,13.0,US,clear sky
468,Anshun,26.25,105.9333,46.94,84,100,11.74,CN,overcast clouds
469,Mezdra,43.15,23.7,52.32,71,51,1.88,BG,broken clouds
470,Pangai,-19.8,-174.35,81.48,85,100,12.5,TO,overcast clouds
471,Chiaravalle,43.6027,13.3246,58.86,67,100,3.44,IT,overcast clouds
472,Valera,9.3178,-70.6036,86.9,60,82,3.29,VE,broken clouds
473,Verkhnevilyuysk,63.4453,120.3167,22.01,77,100,12.82,RU,overcast clouds
474,Aksu,41.1231,80.2644,63.14,20,99,4.97,CN,overcast clouds
475,Bandiagara,14.3501,-3.6104,92.89,24,92,8.14,ML,overcast clouds
476,Sioux Lookout,50.1001,-91.917,39.27,93,100,4.61,CA,moderate rain
477,Moindou,-21.6924,165.677,74.19,85,0,2.55,NC,clear sky
478,Ashington,50.9331,-0.3909,53.19,78,100,1.01,GB,overcast clouds
479,Buchanan,5.8808,-10.0467,81.23,80,100,5.64,LR,moderate rain
480,Sheridan,44.8333,-106.9173,52.47,49,100,13.8,US,overcast clouds
481,Richards Bay,-28.783,32.0377,63.03,77,0,5.32,ZA,clear sky
482,Tabasco,18.0,-92.6667,96.08,57,6,7.16,MX,clear sky
483,Atyashevo,54.5644,46.0691,38.3,53,37,3.85,RU,scattered clouds
484,Anuchino,43.9622,133.0544,38.59,95,100,3.02,RU,overcast clouds
485,Mastung,29.7994,66.845,77.02,16,100,2.84,PK,overcast clouds
486,Buraydah,26.326,43.975,86.45,17,0,15.05,SA,clear sky
487,Saint-Francois,46.4154,3.9054,56.68,58,0,4.61,FR,clear sky
488,Lichuan,30.3,108.85,43.45,95,100,2.98,CN,overcast clouds
489,Napierville,45.1865,-73.4047,66.33,31,5,6.76,CA,clear sky
490,Salon-De-Provence,43.6407,5.0954,67.73,38,0,5.75,FR,clear sky
491,Didao,45.3667,130.8,34.45,95,75,4.07,CN,broken clouds
492,Labuhan,-6.8844,112.2051,79.18,86,100,8.37,ID,overcast clouds
493,Marfino,55.7028,37.3822,49.95,41,0,2.24,RU,clear sky
494,Kurumkan,54.3,110.3,49.53,76,100,5.3,RU,overcast clouds
495,Cherdyn,60.403,56.4787,22.84,96,38,3.38,RU,scattered clouds
496,Seminole,28.7086,-81.2081,91.42,60,75,16.11,US,broken clouds
497,Ikongo,-21.8833,47.4333,65.39,90,7,3.13,MG,clear sky
498,Narsaq,60.9167,-46.05,48.42,69,15,3.2,GL,few clouds
499,Soroca,48.1558,28.2975,50.4,73,12,4.94,MD,few clouds
500,Sidi Ali,36.0998,0.4206,64.08,47,0,2.51,DZ,clear sky
501,Vallenar,-28.5708,-70.7581,79.97,20,0,7.16,CL,clear sky
502,Shalinskoye,55.7228,93.7594,43.99,87,100,12.35,RU,overcast clouds
503,Bloomfield,40.8068,-74.1854,74.3,28,0,9.22,US,clear sky
504,Seesen,51.9,10.1833,53.74,65,100,2.75,DE,overcast clouds
505,Yining,29.0361,114.5636,52.63,88,100,0.65,CN,overcast clouds
506,Krasnoselkup,65.7,82.4667,24.73,83,96,15.64,RU,overcast clouds
507,Ambon,-3.6954,128.1814,81.7,78,47,7.02,ID,scattered clouds
508,Muros,42.7762,-9.0603,60.1,63,10,12.24,ES,clear sky
509,Kudahuvadhoo,2.6708,72.8944,85.84,72,100,19.46,MV,overcast clouds
510,Carmen,18.6333,-91.8333,87.28,61,72,9.78,MX,broken clouds
511,Flin Flon,54.7682,-101.865,34.77,79,100,9.91,CA,overcast clouds
512,Erattupetta,9.7,76.7833,76.35,97,100,2.75,IN,overcast clouds
513,Brewster,41.3973,-73.6171,72.43,30,100,1.99,US,overcast clouds
514,Cruz,-2.9178,-40.1717,83.53,76,95,13.38,BR,overcast clouds
515,Pimentel,-6.8367,-79.9342,69.91,78,57,11.27,PE,broken clouds
516,Yatou,37.15,122.3833,50.27,40,88,5.32,CN,overcast clouds
517,Guilin,25.2819,110.2864,52.61,87,6,4.92,CN,clear sky
518,Northam,51.0333,-4.2167,49.6,95,100,2.89,GB,overcast clouds
519,Charters Towers,-20.1,146.2667,66.58,88,6,5.66,AU,clear sky
520,Kati,12.7441,-8.0726,99.81,28,85,2.15,ML,light rain
521,Kutum,14.2,24.6667,84.29,8,72,8.63,SD,broken clouds
522,Ahipara,-35.1667,173.1667,58.96,88,100,6.15,NZ,overcast clouds
523,Tourlaville,49.6383,-1.5664,50.52,87,100,8.05,FR,light rain
524,Bonavista,48.6499,-53.1147,38.03,96,100,9.08,CA,light rain
525,Borovoy,55.4333,86.0833,47.48,66,0,8.95,RU,clear sky
526,Minab,27.1467,57.0801,80.4,63,0,5.59,IR,clear sky
527,Beberibe,-4.1797,-38.1306,82.13,77,90,9.71,BR,overcast clouds
528,Kalawit,8.0667,122.5167,79.38,87,100,5.5,PH,overcast clouds
529,Umkomaas,-30.2067,30.7978,66.67,77,0,7.07,ZA,clear sky
530,Rivera,-30.9053,-55.5508,66.78,67,73,7.72,UY,broken clouds
531,Dolneni,41.4253,21.4547,50.4,88,80,3.71,MK,broken clouds
532,Luanda,-8.8368,13.2343,77.5,87,100,9.66,AO,overcast clouds
533,Nhulunbuy,-12.2333,136.7667,81.21,74,40,9.22,AU,scattered clouds
534,Sola,-13.8833,167.55,81.79,72,100,3.98,VU,overcast clouds
535,Domingos Martins,-20.3633,-40.6592,76.6,69,65,2.89,BR,broken clouds
536,Yarkovo,57.4028,67.0786,38.07,70,66,6.4,RU,broken clouds
537,Naberera,-4.2,36.9333,61.23,88,17,9.44,TZ,few clouds
538,Cururupu,-1.8283,-44.8683,81.7,83,89,4.16,BR,overcast clouds
539,Tombouctou,20.0,-3.0,86.18,11,60,10.07,ML,broken clouds
540,Aripuana,-9.1667,-60.6333,87.53,60,76,0.49,BR,broken clouds
541,Le Vauclin,14.5452,-60.8388,87.85,58,40,17.27,MQ,scattered clouds
542,Bandar-E Lengeh,26.5579,54.8807,81.21,63,0,19.42,IR,clear sky
543,Matara,5.9485,80.5353,78.87,90,99,10.54,LK,overcast clouds
544,Omboue,-1.5746,9.2618,78.85,88,65,5.95,GA,broken clouds
545,Talara,-4.5772,-81.2719,71.24,77,100,11.97,PE,overcast clouds
546,Fereydun Kenar,36.6864,52.5225,61.59,89,100,12.03,IR,overcast clouds
547,Gimli,50.6336,-96.9907,34.93,92,100,20.45,CA,overcast clouds
548,Saint-Leu,-21.15,55.2833,76.03,80,13,4.18,RE,few clouds
549,Kavaratti,10.5669,72.642,84.72,72,62,10.33,IN,broken clouds
550,Malbork,54.0359,19.0266,49.87,74,100,4.94,PL,overcast clouds
551,Namatanai,-3.6667,152.4333,79.2,82,73,5.68,PG,light rain
552,Manokwari,-0.8667,134.0833,77.31,86,100,3.76,ID,overcast clouds
553,Okha,53.5739,142.9478,28.76,95,100,4.09,RU,overcast clouds
554,Debre Tabor,11.85,38.0167,65.48,38,28,3.53,ET,scattered clouds
555,Otradnoye,59.7775,30.8181,44.65,82,37,4.34,RU,scattered clouds
556,Wuwei,37.9281,102.6414,47.08,35,0,6.93,CN,clear sky
557,Chhatak,25.0333,91.6667,74.19,91,91,3.83,BD,overcast clouds
558,Vershino-Darasunskiy,52.35,115.5167,43.3,71,100,4.56,RU,overcast clouds
559,Brasilia,-15.7797,-47.9297,80.62,39,20,5.75,BR,few clouds
560,Port-Cartier,50.0334,-66.8654,48.36,76,97,7.78,CA,overcast clouds
561,Marapanim,-0.7175,-47.6997,79.36,91,100,4.88,BR,overcast clouds
562,Geraldton,-28.7667,114.6,52.21,87,0,4.61,AU,clear sky
563,Karasuk,53.7377,78.0403,60.94,78,100,7.07,RU,light rain
564,Elizabeth City,36.2946,-76.2511,81.01,58,0,10.36,US,clear sky
565,Huacho,-11.1067,-77.605,70.72,74,31,8.25,PE,scattered clouds
566,Bathurst,-33.4166,149.5806,44.83,93,2,2.82,AU,clear sky
567,Sibolga,1.7427,98.7792,76.15,90,100,3.4,ID,overcast clouds
568,Poronaysk,49.2167,143.1167,32.32,85,100,1.72,RU,overcast clouds
569,Inta,66.0317,60.1659,19.35,87,69,5.61,RU,broken clouds
570,Svobodnyy,51.4,128.1333,39.16,41,100,4.92,RU,overcast clouds
571,Aykhal,66.0,111.5,2.59,90,16,6.76,RU,few clouds
572,Pochutla,15.7432,-96.4661,90.82,44,87,10.45,MX,overcast clouds
573,Catuday,16.2923,119.8062,80.58,71,100,3.6,PH,overcast clouds
574,Chokwe,-24.5333,32.9833,65.26,88,0,5.21,MZ,clear sky
575,Tessalit,20.1986,1.0114,84.87,11,84,9.53,ML,broken clouds
576,Pacific Grove,36.6177,-121.9166,69.21,72,5,13.0,US,clear sky
577,Harper,4.375,-7.7169,81.19,80,100,8.52,LR,overcast clouds
578,Grindavik,63.8424,-22.4338,41.47,60,0,9.22,IS,clear sky
579,Quatre Cocos,-20.2078,57.7625,75.31,84,15,6.11,MU,few clouds
580,Dingle,10.9995,122.6711,76.24,85,100,6.04,PH,overcast clouds
581,Tres Arroyos,-38.3739,-60.2798,53.58,60,98,7.94,AR,overcast clouds
582,Salem,11.65,78.1667,82.13,67,88,5.23,IN,overcast clouds
583,Baikunthpur,23.25,82.55,84.9,23,74,6.17,IN,broken clouds
584,Marystown,47.1666,-55.1483,43.12,87,100,3.47,CA,overcast clouds
585,Rawson,-43.3002,-65.1023,53.02,52,100,5.88,AR,overcast clouds
586,Marawi,7.9986,124.2928,69.76,97,98,1.36,PH,overcast clouds
587,Comodoro Rivadavia,-45.8667,-67.5,46.45,83,100,6.15,AR,moderate rain
588,Salinas,36.6777,-121.6555,70.99,54,0,8.05,US,clear sky
589,Cartagena,10.3997,-75.5144,83.26,75,100,6.02,CO,overcast clouds
590,Kalakamati,-20.5929,27.3121,59.49,76,12,13.53,BW,few clouds
591,Xinqing,48.2333,129.5,33.01,91,93,2.39,CN,overcast clouds
592,Puerto Ayacucho,5.6639,-67.6236,84.6,68,89,3.22,VE,overcast clouds
593,Muroto,33.2833,134.15,58.87,66,100,2.48,JP,overcast clouds
594,Alta Floresta,-9.8756,-56.0861,86.5,63,18,4.54,BR,few clouds
595,Iisalmi,63.5592,27.1907,30.0,95,99,4.05,FI,overcast clouds
596,Seymchan,62.8833,152.4333,19.36,99,95,4.74,RU,overcast clouds
597,Chickasha,35.0526,-97.9364,79.5,33,0,13.8,US,clear sky
598,Gizo,-8.103,156.8419,81.73,75,74,5.08,SB,broken clouds
599,Khorixas,-20.3667,14.9667,77.92,27,86,3.38,NA,overcast clouds
600,Tornio,65.8481,24.1466,33.82,85,100,9.95,FI,overcast clouds
601,Auki,-8.7676,160.7034,77.04,89,100,4.18,SB,overcast clouds
602,Calatagan,13.8833,120.65,79.66,81,100,7.7,PH,overcast clouds
603,Marolambo,-20.05,48.1167,67.95,98,23,2.89,MG,light rain
604,Stornoway,58.2093,-6.3865,50.94,78,75,9.22,GB,broken clouds
605,Porbandar,21.6422,69.6093,83.62,85,0,12.08,IN,clear sky
606,Clyde River,70.4692,-68.5914,17.49,84,100,9.19,CA,overcast clouds
607,Patacamaya,-17.2333,-67.9167,59.02,42,89,10.0,BO,overcast clouds
608,Kropotkin,45.4375,40.5756,49.77,92,100,12.33,RU,light rain
609,Havre,49.5833,0.3333,55.35,76,100,10.36,FR,light rain
610,Newala,-10.9431,39.2787,65.12,82,1,1.99,TZ,clear sky
611,Havre-Saint-Pierre,50.2334,-63.5986,43.34,67,97,17.16,CA,overcast clouds
612,Grand-Santi,4.25,-54.3833,82.53,70,93,5.61,GF,overcast clouds
613,Mecca,21.4267,39.8261,85.75,56,0,4.85,SA,clear sky
614,Batticaloa,7.7102,81.6924,82.49,76,100,1.92,LK,overcast clouds
615,Bellinzona,46.1928,9.017,64.2,51,20,2.3,CH,few clouds
616,Petropavlovsk-Kamchatskiy,53.0452,158.6483,30.79,86,75,4.47,RU,broken clouds
617,Banjar,-8.19,114.9675,76.71,88,100,3.0,ID,overcast clouds
618,Rafsanjan,30.4067,55.9939,73.44,22,6,5.68,IR,clear sky
619,Verkhnetulomskiy,68.6073,31.7962,30.33,93,97,2.64,RU,overcast clouds
620,Stolin,51.8912,26.846,50.36,82,100,5.37,BY,overcast clouds
621,Lakes Entrance,-37.8811,147.981,51.17,78,18,7.65,AU,few clouds
622,Nioki,-2.7167,17.6833,73.62,91,100,2.17,CD,light rain
623,Ambovombe,-25.1667,46.0833,68.65,86,11,7.87,MG,few clouds
624,Zhezkazgan,47.8043,67.7144,63.77,48,98,8.75,KZ,overcast clouds
625,Coihaique,-45.5752,-72.0662,54.21,66,75,4.61,CL,broken clouds
626,Porto Velho,-8.7619,-63.9039,89.65,51,75,4.61,BR,broken clouds
627,Soyo,-6.1349,12.3689,78.21,90,100,6.17,AO,overcast clouds
628,Aldan,58.6031,125.3894,31.75,93,100,12.12,RU,snow
629,Nicoya,10.1483,-85.452,88.74,56,100,5.5,CR,overcast clouds
630,Guerrero Negro,27.9769,-114.0611,69.08,55,0,11.95,MX,clear sky
631,Khani,41.9563,42.9566,44.17,99,100,1.86,GE,overcast clouds
632,Nastola,60.95,25.9333,36.84,67,24,5.08,FI,few clouds
633,Mananara,-16.1667,49.7667,74.08,94,62,2.46,MG,broken clouds
634,Ayorou,14.7308,0.9174,93.76,10,4,4.23,NE,clear sky
635,Kungurtug,50.5994,97.5228,42.58,53,10,3.11,RU,clear sky
636,Belmonte,-15.8631,-38.8828,80.62,66,0,6.33,BR,clear sky
637,Emerald,-23.5333,148.1667,64.35,76,17,8.03,AU,few clouds
638,Naryan-Mar,67.6713,53.087,13.91,94,84,9.26,RU,broken clouds
639,Sao Francisco Do Sul,-26.2433,-48.6381,78.03,72,27,4.36,BR,scattered clouds
640,Kimbe,-5.5502,150.1429,74.93,94,18,3.0,PG,light rain
641,Sainte-Thecle,46.8168,-72.4991,58.69,51,20,6.46,CA,few clouds
642,Olinda,-8.0089,-34.8553,80.33,83,75,6.91,BR,broken clouds
643,Shestakovo,56.4915,103.96,36.97,89,100,6.87,RU,overcast clouds
644,Ulcinj,41.9294,19.2244,64.62,77,100,0.74,ME,overcast clouds
645,Japura,-0.3167,102.35,74.05,97,100,1.83,ID,moderate rain
646,Kuching,1.55,110.3333,77.22,100,40,2.3,MY,light rain
647,Wagar,16.1525,36.2032,95.25,26,12,19.04,SD,few clouds
648,Sao Felix Do Xingu,-6.6447,-51.995,87.73,56,30,4.45,BR,scattered clouds
649,Mayumba,-3.432,10.6554,78.84,89,98,7.29,GA,light rain
650,Conde,-7.2597,-34.9075,83.66,74,75,12.66,BR,broken clouds
651,Ballina,-28.8667,153.5667,63.01,99,5,11.5,AU,clear sky
652,Henties Bay,-22.116,14.2845,62.11,75,0,4.68,NA,clear sky
653,San Cosme Y Damian,-27.3167,-56.35,73.58,88,100,7.99,PY,overcast clouds
654,Ishigaki,24.3448,124.1572,66.33,100,100,10.36,JP,light rain
655,Dunedin,-45.8742,170.5036,56.8,92,11,3.62,NZ,few clouds
656,Rafaela,-31.2503,-61.4867,73.0,19,25,4.0,AR,scattered clouds
657,Havoysund,70.9963,24.6622,28.63,70,97,16.64,NO,overcast clouds
658,Glenwood Springs,39.5505,-107.3248,69.4,27,100,5.75,US,overcast clouds
659,Nantucket,41.2835,-70.0995,62.74,61,0,10.36,US,clear sky
660,Nyurba,63.2842,118.3319,21.99,81,51,12.1,RU,broken clouds
661,Santa Maria,-29.6842,-53.8069,63.43,94,100,5.1,BR,overcast clouds
662,Challapata,-18.9,-66.7667,60.3,18,3,9.26,BO,clear sky
663,Sisimiut,66.9395,-53.6735,30.88,59,10,6.67,GL,clear sky
664,Ordzhonikidze,52.4411,61.7408,50.49,67,89,13.78,KZ,overcast clouds
665,Emmaus,40.5395,-75.4968,72.03,29,0,10.36,US,clear sky
666,Karratha,-20.7377,116.8463,81.1,49,100,11.32,AU,overcast clouds
667,Andenes,69.3143,16.1194,33.78,93,100,12.66,NO,overcast clouds
668,Longkou,37.6508,120.3286,53.51,41,73,7.0,CN,broken clouds
669,Cabra,37.4725,-4.4421,67.68,53,0,7.18,ES,clear sky
670,Clermont,49.5,2.4167,53.24,74,100,6.93,FR,overcast clouds
671,Luganville,-15.5333,167.1667,77.99,84,100,1.32,VU,overcast clouds
672,Tipperary,52.4733,-8.1558,52.05,95,100,5.37,IE,overcast clouds
673,Chimbarongo,-34.7,-71.05,56.28,47,0,6.78,CL,clear sky
674,Piacabucu,-10.4056,-36.4344,81.52,66,98,11.32,BR,overcast clouds
675,Talcahuano,-36.7167,-73.1167,56.88,72,0,10.36,CL,clear sky
676,Kitimat,54.0524,-128.6534,47.91,26,100,2.93,CA,light rain
677,Lucea,18.451,-78.1736,85.86,76,21,16.67,JM,few clouds
678,Santa Catalina,9.3337,122.8637,79.25,85,96,4.81,PH,overcast clouds
679,Port-Gentil,-0.7193,8.7815,82.36,83,40,9.22,GA,scattered clouds
680,Viedma,-40.8135,-62.9967,56.43,50,100,5.17,AR,overcast clouds
681,Porto Novo,6.4965,2.6036,82.69,76,100,8.57,BJ,overcast clouds
682,Vakhtan,57.9659,46.6889,35.01,82,98,6.06,RU,overcast clouds
683,Bubaque,11.2833,-15.8333,78.28,76,11,16.55,GW,few clouds
684,Yanam,16.7333,82.2167,80.56,90,64,2.68,IN,broken clouds
685,Livingston,55.9029,-3.5226,57.13,87,75,3.44,GB,broken clouds
686,Deputatskiy,69.3,139.9,18.84,82,100,4.74,RU,overcast clouds
687,Vera Cruz,-12.6333,-41.0333,82.67,43,54,8.03,BR,broken clouds
688,Tarko-Sale,64.9225,77.785,22.96,86,79,11.9,RU,broken clouds
689,Dawson,31.7735,-84.4466,80.98,43,100,8.63,US,overcast clouds
690,Moose Factory,51.2585,-80.6094,57.52,47,80,11.01,CA,broken clouds
691,Ola,59.5833,151.2833,32.02,79,62,2.42,RU,broken clouds
692,Juba,4.8517,31.5825,75.06,75,51,0.89,SS,light rain
693,Alugan,12.2188,125.4808,79.9,83,100,7.0,PH,overcast clouds
